City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
137,mar del plata,56,AR,1525145779,75,-46.43,-67.52,44.28,12.55
138,pangkalanbuun,20,ID,1525145779,81,-2.68,111.62,86.4,6.4
139,cananeia,76,BR,1525145780,100,-25.01,-47.93,73.35,1.7
140,chaozhou,40,CN,1525143600,66,23.66,116.62,84.2,4.47
141,concarneau,0,FR,1525143600,86,47.88,-3.92,44.6,5.82
142,porto nacional,0,BR,1525140000,83,-10.7,-48.41,77.0,5.82
143,bluff,20,AU,1525145782,40,-23.58,149.07,80.55,11.54
144,soc trang,0,VN,1525145782,69,9.6,105.98,90.63,7.52
145,norsup,100,VU,1525145783,100,-16.07,167.38,74.88,8.41
146,cape town,0,ZA,1525143600,100,-33.93,18.42,46.4,1.12
147,victoria,75,BN,1525141800,79,5.28,115.24,87.8,3.36
148,maun,0,BW,1525143600,59,-19.99,23.42,66.2,17.22
149,buraydah,0,SA,1525143600,53,26.33,43.97,75.2,8.05
150,westport,92,IE,1525145767,86,53.8,-9.52,45.72,18.25
151,lasa,0,CY,1525143600,63,34.92,32.53,66.2,6.93
152,tuatapere,92,NZ,1525145786,100,-46.13,167.69,51.75,17.58
153,ostrovnoy,0,RU,1525145786,87,68.05,39.51,23.22,10.2
154,tiksi,80,RU,1525145787,89,71.64,128.87,36.63,21.27
155,davila,20,PH,1525143600,70,18.47,120.58,89.6,6.93
156,brae,0,GB,1525143000,85,60.4,-1.35,37.4,1.12
157,seydi,0,NE,1525145788,65,13.34,7.75,69.21,4.61
158,milkovo,0,BG,1525143600,100,41.53,24.68,57.2,8.05
159,paamiut,92,GL,1525145789,92,61.99,-49.67,34.02,16.13
160,college,90,US,1525143480,64,64.86,-147.8,41.0,10.29
161,lundazi,20,ZM,1525145790,91,-12.29,33.17,63.0,5.17
162,dibai,68,IN,1525145791,45,28.21,78.26,82.53,5.06
163,charters towers,8,AU,1525145791,76,-20.07,146.27,75.6,11.65
164,avera,1,US,1525143300,87,33.19,-82.53,66.2,3.49
165,severo-yeniseyskiy,80,RU,1525145792,90,60.37,93.04,47.97,6.17
166,petropavlovsk-kamchatskiy,75,RU,1525143600,86,53.05,158.65,37.4,4.47
167,callaway,1,US,1525144500,66,46.98,-95.91,64.4,12.75
168,eureka,90,US,1525143300,71,40.8,-124.16,51.8,13.87
169,vestmanna,68,FO,1525143000,81,62.16,-7.17,44.6,25.28
170,kanniyakumari,8,IN,1525145795,100,8.08,77.57,84.96,13.11
171,valparaiso,1,US,1525143360,25,41.47,-87.06,69.8,9.17
172,nome,1,US,1525144500,83,30.04,-94.42,71.6,4.7
173,ulagan,20,RU,1525145796,57,50.63,87.96,43.65,2.93
174,airai,12,TL,1525145752,47,-8.93,125.41,83.88,0.92
175,azul,20,AR,1525145797,73,-36.78,-59.86,48.42,10.2
176,fare,48,PF,1525145797,100,-16.7,-151.02,82.62,11.43
177,bowen,40,AU,1525140000,61,-20.01,148.25,78.8,18.34
178,qandala,0,SO,1525145798,97,11.47,49.87,73.17,3.04
179,lagoa,0,PT,1525143600,87,37.14,-8.45,50.0,5.82
180,popova,0,RS,1525143600,87,43.33,21.27,55.4,1.12
181,tilichiki,88,RU,1525145800,92,60.47,166.1,34.11,2.71
182,lamu,80,ID,1525145800,97,0.57,122.3,78.66,2.71
183,camargo,0,MX,1525145801,9,27.69,-105.17,75.96,13.67
184,san andres,12,PH,1525145801,96,13.32,122.68,85.23,8.97
185,ancud,92,CL,1525145802,97,-41.87,-73.83,48.06,3.6
186,houma,20,CN,1525145802,66,35.63,111.36,71.82,3.6
187,laibin,92,CN,1525145803,99,23.74,109.23,76.59,9.08
188,yelizovo,75,RU,1525143600,86,53.19,158.38,37.4,4.47
189,skorodnoye,0,RU,1525143600,51,51.07,37.24,59.0,8.95
190,kolyvan,20,RU,1525143600,87,55.31,82.74,46.4,4.47
191,thompson,5,CA,1525143600,55,55.74,-97.86,35.6,3.36
192,minab,0,IR,1525143600,73,27.15,57.07,77.0,4.7
193,la ronge,20,CA,1525143600,32,55.1,-105.3,41.0,5.82
194,mandalgarh,0,IN,1525145805,25,25.2,75.09,91.26,11.54
195,mudgee,0,AU,1525145806,88,-32.6,149.59,63.72,4.72
196,rocha,24,UY,1525145807,85,-34.48,-54.34,51.48,7.74
197,alamosa,1,US,1525144320,19,37.47,-105.87,50.0,8.05
198,gidole,92,ET,1525145807,97,5.65,37.37,63.72,2.37
199,cairns,75,AU,1525143600,54,-16.92,145.77,82.4,13.87
200,erzin,20,TR,1525143000,77,36.95,36.2,68.0,4.7
201,saint george,20,GR,1525143000,82,39.45,22.34,57.2,2.93
202,tchibanga,68,GA,1525145809,100,-2.92,11.0,73.17,2.37
203,kahului,40,US,1525143360,69,20.89,-156.47,75.2,10.29
204,zima,8,RU,1525145810,53,53.93,102.05,54.09,9.64
205,caceres,44,CO,1525145811,87,5.53,-74.53,68.85,1.48
206,salalah,40,OM,1525143000,79,17.01,54.1,84.2,6.93
207,horsham,20,AU,1525145584,75,-36.71,142.2,65.25,8.97
208,seoul,75,KR,1525143600,68,37.57,126.98,77.0,10.29
209,balabac,36,PH,1525145813,96,7.99,117.06,86.22,4.16
210,sinnamary,80,GF,1525145814,100,5.38,-52.96,77.4,9.19
211,port hardy,75,CA,1525143600,70,50.7,-127.42,48.2,11.41
212,yumen,0,CN,1525145755,33,40.29,97.04,56.52,10.09
213,sorong,12,ID,1525145815,99,-0.86,131.25,83.97,8.75
214,bahia blanca,56,AR,1525145815,100,-38.72,-62.27,50.04,9.42
215,zhanakorgan,0,KZ,1525145816,55,43.91,67.25,55.89,8.52
216,kusa,92,RU,1525145816,100,55.34,59.45,34.74,3.38
217,sal rei,75,CV,1525143600,77,16.18,-22.92,68.0,14.99
218,alofi,40,NU,1525143600,74,-19.06,-169.92,84.2,8.05
219,mugan,8,CN,1525145817,56,35.94,101.38,47.25,3.04
220,inhuma,80,BR,1525145818,87,-6.67,-41.71,73.8,3.71
221,port shepstone,8,ZA,1525145819,93,-30.74,30.45,66.78,11.54
222,torbay,90,CA,1525143600,100,47.66,-52.73,33.8,9.17
223,wanxian,80,CN,1525145820,96,30.8,108.39,66.42,2.59
224,bathsheba,40,BB,1525143600,78,13.22,-59.52,78.8,23.04
225,mackay,75,CA,1525143600,24,53.65,-115.58,57.2,19.46
226,shenjiamen,92,CN,1525145821,96,29.96,122.3,68.22,13.67
227,nara,75,JP,1525143600,44,34.68,135.8,78.8,3.36
228,tura,56,IN,1525145822,94,25.52,90.21,73.26,2.93
229,road town,75,VG,1525143180,88,18.42,-64.62,78.8,13.87
230,perelyub,76,RU,1525145823,84,51.87,50.37,57.33,16.58
231,temax,44,MX,1525145824,73,21.15,-88.94,79.83,6.73
232,bosaso,12,SO,1525145825,100,11.28,49.18,81.18,7.18
233,san lorenzo,12,PY,1525143600,83,-25.34,-57.51,73.4,3.15
234,grand gaube,75,MU,1525143600,65,-20.01,57.66,78.8,11.41
235,nikolskoye,0,RU,1525143600,87,59.7,30.79,42.8,8.95
236,tacuarembo,92,UY,1525145827,100,-31.73,-55.98,64.98,13.22
237,clyde river,90,CA,1525145340,92,70.47,-68.59,14.0,11.41
238,bandarbeyla,88,SO,1525145828,100,9.49,50.81,77.58,4.38
239,zhangjiakou,92,CN,1525145829,79,40.77,114.88,49.86,4.94
240,qaqortoq,68,GL,1525143000,79,60.72,-46.03,28.4,5.61
241,port said,48,EG,1525145830,34,25.34,30.55,70.11,1.92
242,tessalit,0,ML,1525145830,27,20.2,1.01,65.16,5.17
243,channel-port aux basques,8,CA,1525145831,88,47.57,-59.14,37.8,18.7
244,washington,1,US,1525144500,25,38.9,-77.04,62.6,6.93
245,coromandel,32,NZ,1525141800,82,-36.76,175.5,68.0,9.17
246,dikson,68,RU,1525145833,100,73.51,80.55,8.91,5.61
247,mount gambier,12,AU,1525145833,68,-37.83,140.78,64.53,6.06
248,high level,75,CA,1525143600,70,58.52,-117.13,46.4,8.05
249,albury,0,AU,1525143600,31,-36.08,146.92,73.4,3.36
250,havoysund,0,NO,1525145727,100,71.0,24.66,25.83,3.71
251,lashio,0,MM,1525145835,75,22.93,97.75,75.78,2.48
252,ca mau,12,VN,1525145835,74,9.18,105.15,90.27,5.95
253,nantucket,90,US,1525144500,100,41.28,-70.1,44.6,8.05
254,coihaique,0,CL,1525143600,86,-45.58,-72.07,39.2,5.82
255,poum,32,MK,1525145837,99,41.28,20.71,48.6,1.92
256,ayolas,48,PY,1525145837,79,-27.39,-56.84,74.88,12.21
257,masty,0,BY,1525143600,82,53.42,24.54,59.0,6.71
258,la union,76,GT,1525145838,79,14.97,-89.29,73.53,2.48
259,dongsheng,92,CN,1525145838,100,29.72,112.52,71.19,5.39
260,kattivakkam,40,IN,1525145400,63,13.22,80.32,93.2,13.87
261,ahipara,76,NZ,1525145638,91,-35.17,173.16,63.18,10.76
262,tsalenjikha,0,GE,1525143600,45,42.6,42.07,68.0,33.33
263,pudozh,24,RU,1525145841,93,61.81,36.54,31.5,9.75
264,manavalakurichi,20,IN,1525145400,70,8.13,77.3,89.6,8.05
265,kribi,12,CM,1525145842,100,2.94,9.91,72.0,2.71
266,cadillac,1,US,1525144500,30,44.25,-85.4,66.2,5.82
267,champua,108,IN,1525145843,94,22.04,85.66,76.68,4.94
268,marigot,75,HT,1525143600,78,18.23,-72.32,78.8,4.7
269,aktau,0,KZ,1525143600,47,43.65,51.16,55.4,11.18
270,tranas,90,SE,1525143000,100,58.04,14.98,41.0,3.36
271,tongren,68,CN,1525145845,98,27.72,109.18,72.27,3.6
272,axim,88,GH,1525145754,99,4.87,-2.24,82.44,9.53
273,henties bay,0,NA,1525145723,100,-22.12,14.28,61.2,1.36
274,sasolburg,20,ZA,1525145846,95,-26.81,27.82,52.56,8.41
275,mao,40,DO,1525143600,83,19.55,-71.08,77.0,9.17
276,partyzany,0,UA,1525145847,86,45.14,35.15,54.99,7.63
277,cusuna,80,HN,1525145848,83,15.85,-85.23,75.24,1.7
278,kuusamo,0,FI,1525143000,73,65.96,29.19,26.6,4.7
279,geraldton,75,CA,1525143600,65,49.72,-86.95,46.4,6.93
280,eskilstuna,92,SE,1525143000,87,59.37,16.51,42.8,12.75
281,los llanos de aridane,0,ES,1525143600,63,28.66,-17.92,60.8,10.29
282,tyukhtet,92,RU,1525145850,96,56.54,89.31,52.38,4.5
283,dwarka,20,IN,1525143600,61,28.58,77.04,82.4,9.17
284,tourlaville,75,FR,1525143600,70,49.64,-1.57,44.6,10.29
285,chippewa falls,1,US,1525144500,33,44.94,-91.39,71.6,9.17
286,prince rupert,90,CA,1525143600,87,54.32,-130.32,44.6,5.82
287,san lawrenz,0,MT,1525142700,93,36.06,14.2,62.6,6.93
288,hobyo,68,SO,1525145853,93,5.35,48.53,79.83,15.12
289,pangnirtung,32,CA,1525145853,80,66.15,-65.72,1.08,14.45
290,belmonte,0,PT,1525145854,88,40.36,-7.35,35.28,4.16
291,raca,44,RS,1525143600,100,44.23,20.98,51.8,1.12
292,havelock,5,US,1525143480,82,34.88,-76.9,60.8,8.41
293,kruisfontein,0,ZA,1525145856,92,-34.0,24.73,59.22,10.2
294,hami,0,CN,1525145748,30,42.84,93.51,71.73,11.65
295,karpogory,0,RU,1525145860,80,64.0,44.44,22.5,2.48
296,owensboro,1,US,1525143360,41,37.77,-87.11,60.8,5.82
297,waingapu,8,ID,1525145860,58,-9.65,120.26,85.5,7.52
298,tono,0,JP,1525143600,41,39.35,141.52,75.2,11.41
299,kapit,12,MY,1525145862,83,2.02,112.94,82.53,2.71
300,inongo,76,CD,1525145862,100,-1.93,18.29,70.2,2.71
301,kariba,68,ZW,1525145862,63,-16.53,28.78,71.91,6.62
302,petropavlovka,0,RU,1525145592,60,50.61,105.32,52.56,3.94
303,longyearbyen,90,NO,1525143000,86,78.22,15.63,28.4,2.24
304,forrest city,0,US,1525144500,59,35.01,-90.79,60.8,5.82
305,gvarv,92,NO,1525143000,100,59.39,9.18,35.6,13.87
306,tomatlan,0,MX,1525145865,76,19.93,-105.25,72.45,2.71
307,husavik,92,CA,1525145865,77,50.56,-96.99,39.6,18.25
308,zadar,20,HR,1525143600,87,44.12,15.24,48.2,6.06
309,teahupoo,20,PF,1525143600,62,-17.83,-149.27,86.0,3.36
310,saskylakh,76,RU,1525145867,96,71.97,114.09,37.35,16.02
311,indergarh,88,IN,1525145867,55,26.94,79.67,80.91,14.12
312,sao cristovao,40,BR,1525143600,74,-11.01,-37.21,82.4,8.05
313,mulhouse,75,FR,1525143600,70,47.75,7.34,48.2,8.05
314,ribas do rio pardo,56,BR,1525145869,51,-20.45,-53.76,77.67,6.17
315,alta floresta,80,BR,1525145870,78,-9.87,-56.08,77.4,3.71
316,mpika,44,ZM,1525145870,82,-11.84,31.4,61.47,10.65
317,latung,8,ID,1525145871,75,-8.45,120.42,80.91,3.15
318,dukat,0,RS,1525145871,91,42.44,22.31,47.52,0.47
319,muisne,80,EC,1525145872,89,0.61,-80.02,74.97,2.48
320,port hedland,0,AU,1525141800,62,-20.31,118.58,87.8,6.93
321,marrakesh,75,MA,1525143600,71,31.63,-7.99,53.6,5.82
322,northam,92,GB,1525143000,86,51.04,-4.21,39.2,4.7
323,faya,20,SA,1525143600,67,18.39,42.45,62.6,4.7
324,sola,75,NO,1525143000,70,58.89,5.65,48.2,4.7
325,srednekolymsk,68,RU,1525145874,67,67.46,153.71,26.55,3.49
326,puerto ayacucho,64,CO,1525145875,100,5.66,-67.63,71.28,2.48
327,wattegama,8,LK,1525145875,86,7.35,80.68,79.2,3.94
328,miranda,75,CO,1525143600,83,3.25,-76.23,73.4,11.41
329,panaba,8,MX,1525145876,82,21.28,-88.27,76.86,5.95
330,san jose de sisa,40,PE,1525143600,94,-6.62,-76.69,75.2,2.48
331,harrisonburg,1,US,1525144500,45,38.45,-78.87,62.6,3.36
332,sept-iles,75,CA,1525143600,77,50.2,-66.38,37.4,6.93
333,saint-augustin,75,FR,1525143600,93,44.83,-0.61,46.4,5.82
334,kiunga,44,PG,1525145878,82,-6.12,141.3,81.45,2.93
335,ilulissat,48,GL,1525143000,61,69.22,-51.1,15.8,2.24
336,mont-de-marsan,75,FR,1525143600,93,43.89,-0.5,46.4,4.7
337,niceville,40,US,1525143480,88,30.52,-86.48,71.6,4.72
338,manado,20,ID,1525145400,55,1.49,124.85,91.4,9.17
339,dickinson,90,US,1525143360,81,46.88,-102.79,44.6,5.82
340,thai binh,32,VN,1525145882,93,20.45,106.33,82.98,9.53
